id,league,region,season,name
4,UEFA Super Cup,Europe,2018/2019,Diego da Silva Costa
5,UEFA Europa League,Europe,2017/2018,Diego da Silva Costa
8,Premier League,England,2016/2017,Diego da Silva Costa
10,Premier League,England,2014/2015,Diego da Silva Costa
11,League Cup,England,2014/2015,Diego da Silva Costa
14,La Liga,Spain,2013/2014,Diego da Silva Costa
15,Copa del Rey,Spain,2012/2013,Diego da Silva Costa
16,UEFA Super Cup,Europe,2012/2013,Diego da Silva Costa
17,UEFA Super Cup,Europe,2010/2011,Diego da Silva Costa
21,Super Cup,Portugal,2018/2019,Hernâni Jorge Santos Fortes
23,Primeira Liga,Portugal,2017/2018,Hernâni Jorge Santos Fortes
25,Super League 1,Greece,2015/2016,Hernâni Jorge Santos Fortes
29,Taça de Portugal,Portugal,2012/2013,Hernâni Jorge Santos Fortes
30,Super Cup,Spain,2016/2017,W. Kaptoum
32,Trofeo Joan Gamper,World,2016,W. Kaptoum
33,La Liga,Spain,2015/2016,W. Kaptoum
34,Copa del Rey,Spain,2015/2016,W. Kaptoum
36,FIFA Club World Cup,World,2015 Japan,W. Kaptoum
37,UEFA Youth League,Europe,2013/2014,W. Kaptoum
42,CONMEBOL Sudamericana,South-America,2010,Diego Matías Rodríguez
45,J.League Cup / Copa Sudamericana Championship,World,2018,J. Sánchez
46,CONMEBOL Sudamericana,South-America,2017,J. Sánchez
50,Liga Profesional Argentina,Argentina,2011/2012 Apertura,J. Sánchez
51,Copa Argentina,Argentina,2011/2012,J. Sánchez
54,Supercopa de Catalunya,Spain,2016,José Jurado
55,Super Cup,Germany,2011/2012,José Jurado
56,DFB Pokal,Germany,2010/2011,José Jurado
57,UEFA Super Cup,Europe,2010/2011,José Jurado
59,UEFA Europa League,Europe,2009/2010,José Jurado
62,Super Cup,Spain,2003/2004,José Jurado
65,Copa Colombia,Colombia,2018,S. Lucumí
67,Florida Cup,World,2018,S. Lucumí
68,Primera B,Colombia,2016,S. Lucumí
72,Super Cup,Portugal,2019/2020,Tomás Tavares
74,International Champions Cup,World,2019,Tomás Tavares
79,Copa del Rey,Spain,2002/2003,Alberto Cifuentes Martínez
81,UEFA Super Cup,Europe,2018/2019,Roberto Olabe
83,UEFA Europa League,Europe,2017/2018,Roberto Olabe
84,Audi Cup,World,2017,Roberto Olabe
86,Segunda División,Spain,2019/2020,Aleksandar Jovanović
87,The Atlantic Cup,World,2018,Aleksandar Jovanović
88,Segunda División,Spain,2019/2020,Ander Bardají Maiza Lasgar
89,Segunda B,Spain,2018/2019,Ander Bardají Maiza Lasgar
92,Copa Federacion,Spain,2018/2019,Claudio Medina Ricoy
94,Trofeo Joan Gamper,World,2020,A. Vidal
96,Trofeo Joan Gamper,World,2019,A. Vidal
99,Super Cup,Spain,2018/2019,A. Vidal
100,La Liga,Spain,2018/2019,A. Vidal
101,Trofeo Joan Gamper,World,2018,A. Vidal
103,Bundesliga,Germany,2017/2018,A. Vidal
104,Super Cup,Germany,2017/2018,A. Vidal
106,Bundesliga,Germany,2016/2017,A. Vidal
107,Super Cup,Germany,2016/2017,A. Vidal
108,Copa America,South-America,2016  USA,A. Vidal
109,DFB Pokal,Germany,2015/2016,A. Vidal
110,Bundesliga,Germany,2015/2016,A. Vidal
112,Copa America,South-America,2015 Chile,A. Vidal
113,Audi Cup,World,2015,A. Vidal
116,Serie A,Italy,2014/2015,A. Vidal
117,Coppa Italia,Italy,2014/2015,A. Vidal
118,Serie A,Italy,2013/2014,A. Vidal
119,Super Cup,Italy,2013/2014,A. Vidal
120,Super Cup,Italy,2012/2013,A. Vidal
121,Serie A,Italy,2012/2013,A. Vidal
123,Serie A,Italy,2011/2012,A. Vidal
126,Primera División,Chile,2006 Clausura,A. Vidal
127,Primera División,Chile,2006 Apertura,A. Vidal
128,1. HNL,Croatia,2019/2020,D. Kądzior
129,Super Cup,Croatia,2019/2020,D. Kądzior
130,1. HNL,Croatia,2018/2019,D. Kądzior
134,UEFA Europa League,Europe,2019/2020,Javier Vázquez López
142,Emirates Cup,World,2019,Y. Koné
144,Algarve Football Cup,Europe,2018,Y. Koné
148,UEFA U21 Championship,Europe,2019 Italy,Borja Mayoral
150,Super Cup,Spain,2017/2018,Borja Mayoral
151,UEFA Champions League,Europe,2017/2018,Borja Mayoral
152,UEFA Super Cup,Europe,2017/2018,Borja Mayoral
153,FIFA Club World Cup,World,2017 UAE,Borja Mayoral
156,UEFA Champions League,Europe,2015/2016,Borja Mayoral
157,UEFA U19 Championship,Europe,2015 Greece,Borja Mayoral
161,Segunda División,Spain,2019/2020,Enrique Hermoso Gómez
162,Segunda División,Spain,2017/2018,Enrique Hermoso Gómez
163,Segunda División,Spain,2019/2020,Juan Sebastián Peñaloza Ragga
164,Super Cup,Italy,2019/2020,B. Adekanye
167,Segunda División,Spain,2015/2016,Asier Benito Sasiain
169,Trofeo Joan Gamper,World,2019,Javier Enrique Delgado Saverio
170,La Liga,Spain,2018/2019,Javier Enrique Delgado Saverio
172,UEFA Youth League,Europe,2017/2018,Javier Enrique Delgado Saverio
176,UEFA Super Cup,Europe,2018/2019,J. Oblak
178,UEFA Europa League,Europe,2017/2018,J. Oblak
179,Audi Cup,World,2017,J. Oblak
181,Super Cup,Spain,2014/2015,J. Oblak
182,Primeira Liga,Portugal,2013/2014,J. Oblak
183,Taça de Portugal,Portugal,2013/2014,J. Oblak
184,Taça da Liga,Portugal,2013/2014,J. Oblak
187,China Cup,World,2019,J. Giménez
190,UEFA Super Cup,Europe,2018/2019,J. Giménez
191,China Cup,World,2018,J. Giménez
193,UEFA Europa League,Europe,2017/2018,J. Giménez
194,Audi Cup,World,2017,J. Giménez
196,Super Cup,Spain,2014/2015,J. Giménez
197,La Liga,Spain,2013/2014,J. Giménez
204,UEFA Super Cup,Europe,2018/2019,S. Savić
206,UEFA Europa League,Europe,2017/2018,S. Savić
207,Audi Cup,World,2017,S. Savić
210,Community Shield,England,2012/2013,S. Savić
211,Premier League,England,2011/2012,S. Savić
213,Super Liga,Serbia,2010/2011,S. Savić
214,Cup,Serbia,2010/2011,S. Savić
218,UEFA Super Cup,Europe,2018/2019,T. Partey
220,UEFA Europa League,Europe,2017/2018,T. Partey
221,Audi Cup,World,2017,T. Partey
223,Copa del Rey,Spain,2012/2013,T. Partey
224,Trophée des Champions,France,2020/2021,Rafinha
225,Trofeo Joan Gamper,World,2020,Rafinha
227,Trofeo Joan Gamper,World,2019,Rafinha
228,La Liga,Spain,2018/2019,Rafinha
229,Super Cup,Spain,2018/2019,Rafinha
231,Trofeo Joan Gamper,World,2018,Rafinha
233,Trofeo Joan Gamper,World,2017,Rafinha
234,Copa del Rey,Spain,2016/2017,Rafinha
236,Super Cup,Spain,2016/2017,Rafinha
237,Olympics,World,2016 Rio de Janeiro,Rafinha
239,Trofeo Joan Gamper,World,2016,Rafinha
240,La Liga,Spain,2015/2016,Rafinha
242,Copa del Rey,Spain,2015/2016,Rafinha
243,UEFA Super Cup,Europe,2015/2016,Rafinha
244,FIFA Club World Cup,World,2015 Japan,Rafinha
245,UEFA Champions League,Europe,2014/2015,Rafinha
246,Copa del Rey,Spain,2014/2015,Rafinha
247,La Liga,Spain,2014/2015,Rafinha
248,World Youth Festival Toulon,World,2013,Rafinha
250,La Liga,Spain,2012/2013,Rafinha
251,Super Cup,Spain,2011/2012,Rafinha
252,Copa del Rey,Spain,2011/2012,Rafinha
254,UEFA Super Cup,Europe,2011/2012,Rafinha
255,FIFA Club World Cup,World,2011 Japan,Rafinha
256,Audi Cup,World,2011,Rafinha
260,International Champions Cup,World,2018,K. Trippier
268,UEFA Europa League,Europe,2017/2018,Š. Vrsaljko
269,Audi Cup,World,2017,Š. Vrsaljko
270,Super Cup,Croatia,2013/2014,Š. Vrsaljko
271,1. HNL,Croatia,2012/2013,Š. Vrsaljko
272,1. HNL,Croatia,2011/2012,Š. Vrsaljko
273,Cup,Croatia,2011/2012,Š. Vrsaljko
274,1. HNL,Croatia,2010/2011,Š. Vrsaljko
275,Cup,Croatia,2010/2011,Š. Vrsaljko
276,1. HNL,Croatia,2009/2010,Š. Vrsaljko
282,Super Cup,Portugal,2018/2019,Felipe
284,Primeira Liga,Portugal,2017/2018,Felipe
286,Serie A,Brazil,2015,Felipe
287,CONMEBOL Recopa,South-America,2013/2014,Felipe
288,Paulista A1,Brazil,2013,Felipe
289,FIFA Club World Cup,World,2012 Japan,Felipe
290,CONMEBOL Libertadores,South-America,2012,Felipe
291,La Liga,Spain,2019/2020,J. Rodríguez
292,Super Cup,Spain,2019/2020,J. Rodríguez
293,Bundesliga,Germany,2018/2019,J. Rodríguez
294,Super Cup,Germany,2018/2019,J. Rodríguez
295,DFB Pokal,Germany,2018/2019,J. Rodríguez
296,Bundesliga,Germany,2017/2018,J. Rodríguez
297,Super Cup,Germany,2017/2018,J. Rodríguez
299,La Liga,Spain,2016/2017,J. Rodríguez
300,UEFA Super Cup,Europe,2016/2017,J. Rodríguez
301,UEFA Champions League,Europe,2016/2017,J. Rodríguez
302,FIFA Club World Cup,World,2016 Japan,J. Rodríguez
304,UEFA Champions League,Europe,2015/2016,J. Rodríguez
307,UEFA Super Cup,Europe,2014/2015,J. Rodríguez
309,FIFA Club World Cup,World,2014 Morocco,J. Rodríguez
311,Super Cup,Portugal,2012/2013,J. Rodríguez
313,Primeira Liga,Portugal,2012/2013,J. Rodríguez
314,Super Cup,Portugal,2011/2012,J. Rodríguez
315,Primeira Liga,Portugal,2011/2012,J. Rodríguez
317,Super Cup,Portugal,2010/2011,J. Rodríguez
318,Taça de Portugal,Portugal,2010/2011,J. Rodríguez
319,Primeira Liga,Portugal,2010/2011,J. Rodríguez
320,UEFA Europa League,Europe,2010/2011,J. Rodríguez
321,Liga Profesional Argentina,Argentina,2009/2010 Apertura,J. Rodríguez
323,Taça de Portugal,Portugal,2018/2019,A. Diaby
324,Taça da Liga,Portugal,2018/2019,A. Diaby
325,First Division A,Belgium,2017/2018,A. Diaby
327,Super Cup,Belgium,2016/2017,A. Diaby
328,First Division A,Belgium,2015/2016,A. Diaby
337,Paranaense 1,Brazil,2019,Renan Lodi
338,CONMEBOL Sudamericana,South-America,2018,Renan Lodi
339,Paranaense 1,Brazil,2018,Renan Lodi
347,UEFA Super Cup,Europe,2016/2017,M. Ødegaard
348,FIFA Club World Cup,World,2016 Japan,M. Ødegaard
350,UEFA Champions League,Europe,2015/2016,M. Ødegaard
355,UEFA Super Cup,Europe,2014/2015,Llorente
356,FIFA Club World Cup,World,2014 Morocco,Llorente
357,Copa del Rey,Spain,2013/2014,Llorente
358,UEFA Champions League,Europe,2013/2014,Llorente
359,International Champions Cup,World,2013,Llorente
362,Sudamericano U20,South-America,Peru 2011,Willian José
363,UEFA Champions League,Europe,2013/2014,Willian José
364,Copa del Rey,Spain,2013/2014,Willian José
365,CONMEBOL Sudamericana,South-America,2012,Willian José
366,U20 World Cup,World,2011 Colombia,Willian José
367,1. Lig,Turkey,2014/2015,O. Yokuşlu
369,UEFA Europa League,Europe,2017/2018,Miguel San Román
370,UEFA U19 Championship,Europe,2019 Armenia,Ricard Sánchez
375,UEFA Super Cup,Europe,2018/2019,T. Lemar
376,World Cup,World,2018 Russia,T. Lemar
380,Ligue 1,France,2016/2017,T. Lemar
382,World Youth Festival Toulon,World,2015,T. Lemar
386,UEFA Super Cup,Europe,2018/2019,Vitolo
388,UEFA Europa League,Europe,2017/2018,Vitolo
391,Supercopa Euroamericana,World,2016,Vitolo
393,UEFA Europa League,Europe,2015/2016,Vitolo
396,UEFA Europa League,Europe,2014/2015,Vitolo
398,UEFA Europa League,Europe,2013/2014,Vitolo
402,UEFA Super Cup,Europe,2018/2019,Toni Moya
403,Copa del Rey Juvenil,Spain,2018,Toni Moya
405,División de Honor Juvenil,Spain,2017/2018,Toni Moya
406,UEFA Europa League,Europe,2017/2018,Toni Moya
408,Audi Cup,World,2017,Toni Moya
412,UEFA Super Cup,Europe,2018/2019,Saúl
414,UEFA Europa League,Europe,2017/2018,Saúl
416,Audi Cup,World,2017,Saúl
418,Super Cup,Spain,2014/2015,Saúl
419,Copa del Rey,Spain,2012/2013,Saúl
420,UEFA Super Cup,Europe,2012/2013,Saúl
421,UEFA Europa League,Europe,2011/2012,Saúl
425,UEFA Super Cup,Europe,2018/2019,Koke
426,UEFA Europa League,Europe,2017/2018,Koke
428,Audi Cup,World,2017,Koke
430,Super Cup,Spain,2014/2015,Koke
433,La Liga,Spain,2013/2014,Koke
434,UEFA U21 Championship,Europe,2013 Israel,Koke
435,Copa del Rey,Spain,2012/2013,Koke
436,UEFA Super Cup,Europe,2012/2013,Koke
437,UEFA Europa League,Europe,2011/2012,Koke
438,UEFA U19 Championship,Europe,2011 Romania,Koke
439,UEFA Super Cup,Europe,2010/2011,Koke
442,UEFA Europa League,Europe,2009/2010,Koke
450,UEFA Super Cup,Europe,2018/2019,Á. Correa
452,UEFA Europa League,Europe,2017/2018,Á. Correa
453,Audi Cup,World,2017,Á. Correa
455,Sudamericano U20,South-America,2015 Uruguay,Á. Correa
457,CONMEBOL Libertadores,South-America,2014,Á. Correa
458,Liga Profesional Argentina,Argentina,2013/2014 Torneo Ini,Á. Correa
463,Trofeo Joan Gamper,World,2019,L. Suárez
464,La Liga,Spain,2018/2019,L. Suárez
466,Super Cup,Spain,2018/2019,L. Suárez
467,Supercopa de Catalunya,Spain,2018,L. Suárez
468,China Cup,World,2018,L. Suárez
469,Trofeo Joan Gamper,World,2018,L. Suárez
471,Copa del Rey,Spain,2017/2018,L. Suárez
472,La Liga,Spain,2017/2018,L. Suárez
473,Trofeo Joan Gamper,World,2017,L. Suárez
474,Copa del Rey,Spain,2016/2017,L. Suárez
476,Super Cup,Spain,2016/2017,L. Suárez
477,Trofeo Joan Gamper,World,2016,L. Suárez
480,Copa del Rey,Spain,2015/2016,L. Suárez
481,La Liga,Spain,2015/2016,L. Suárez
482,UEFA Super Cup,Europe,2015/2016,L. Suárez
483,FIFA Club World Cup,World,2015 Japan,L. Suárez
484,Copa del Rey,Spain,2014/2015,L. Suárez
485,La Liga,Spain,2014/2015,L. Suárez
486,UEFA Champions League,Europe,2014/2015,L. Suárez
488,League Cup,England,2011/2012,L. Suárez
490,Copa America,South-America,2011 Argentina,L. Suárez
493,KNVB Beker,Holland,2009/2010,L. Suárez
494,Super Cup,Holland,2007/2008,L. Suárez
499,Super Cup,Portugal,2018/2019,H. Herrera
503,Primeira Liga,Portugal,2017/2018,H. Herrera
506,Concacaf Gold Cup,Nc-America,2015,H. Herrera
509,Super Cup,Portugal,2013/2014,H. Herrera
511,Olympics,World,2012 London,H. Herrera
512,Olympic Qualifying Concacaf,Nc-America,2012,H. Herrera
513,World Youth Festival Toulon,World,2012,H. Herrera
514,Concacaf Champions League,Nc-America,2009/2010,H. Herrera
517,Primeira Liga,Portugal,2018/2019,João Félix
518,UEFA Nations League,Europe,2018/2019,João Félix
519,Júniores U19,Portugal,2017/2018,João Félix
522,Emirates Cup,World,2019,M. Dembélé
523,Premiership,Scotland,2017/2018,M. Dembélé
524,FA Cup,Scotland,2017/2018,M. Dembélé
525,League Cup,Scotland,2017/2018,M. Dembélé
526,Premiership,Scotland,2016/2017,M. Dembélé
527,FA Cup,Scotland,2016/2017,M. Dembélé
528,League Cup,Scotland,2016/2017,M. Dembélé
532,FIFA Club World Cup,World,2018 UAE,Llorente
533,Super Cup,Spain,2017/2018,Llorente
534,UEFA Champions League,Europe,2017/2018,Llorente
535,UEFA Super Cup,Europe,2017/2018,Llorente
536,FIFA Club World Cup,World,2017 UAE,Llorente
538,UEFA Super Cup,Europe,2016/2017,Llorente
541,UEFA Champions League,Europe,2015/2016,Llorente
543,UEFA Super Cup,Europe,2014/2015,Llorente
546,FIFA Club World Cup,World,2014 Morocco,Llorente
547,Copa del Rey,Spain,2018/2019,G. Kondogbia
549,U20 World Cup,World,2013 Turkey,G. Kondogbia
550,Community Shield,England,2020/2021,L. Torreira
551,FA Cup,England,2019/2020,L. Torreira
552,China Cup,World,2019,L. Torreira
556,China Cup,World,2018,L. Torreira
558,Audi Cup,World,2017,Y. Carrasco
561,Ligue 2,France,2012/2013,Y. Carrasco
562,UEFA Youth League,Europe,2017/2018,Josep Calavera
564,Copa del Rey Juvenil,Spain,2018,Óscar Castro
565,División de Honor Juvenil,Spain,2017/2018,Óscar Castro
567,UEFA U17 Championship,Europe,2017 Croatia,Álvaro García
568,La Liga,Spain,2019/2020,Éder Militão
569,Super Cup,Spain,2019/2020,Éder Militão
570,Copa America,South-America,2019 Brazil,Éder Militão
574,Florida Cup,World,2017,Éder Militão
575,La Liga,Spain,2019/2020,F. Mendy
576,Super Cup,Spain,2019/2020,F. Mendy
577,La Liga,Spain,2019/2020,T. Courtois
578,Super Cup,Spain,2019/2020,T. Courtois
580,FIFA Club World Cup,World,2018 UAE,T. Courtois
581,FA Cup,England,2017/2018,T. Courtois
583,Premier League,England,2016/2017,T. Courtois
586,Premier League,England,2014/2015,T. Courtois
587,League Cup,England,2014/2015,T. Courtois
588,La Liga,Spain,2013/2014,T. Courtois
591,Copa del Rey,Spain,2012/2013,T. Courtois
592,UEFA Super Cup,Europe,2012/2013,T. Courtois
593,UEFA Europa League,Europe,2011/2012,T. Courtois
594,First Division A,Belgium,2010/2011,T. Courtois
596,Cup,Belgium,2008/2009,T. Courtois
597,Super Cup,Spain,2019/2020,Carvajal
598,La Liga,Spain,2019/2020,Carvajal
600,FIFA Club World Cup,World,2018 UAE,Carvajal
601,UEFA Super Cup,Europe,2017/2018,Carvajal
602,Super Cup,Spain,2017/2018,Carvajal
603,UEFA Champions League,Europe,2017/2018,Carvajal
604,FIFA Club World Cup,World,2017 UAE,Carvajal
605,La Liga,Spain,2016/2017,Carvajal
606,UEFA Super Cup,Europe,2016/2017,Carvajal
607,UEFA Champions League,Europe,2016/2017,Carvajal
608,FIFA Club World Cup,World,2016 Japan,Carvajal
609,UEFA Champions League,Europe,2015/2016,Carvajal
613,UEFA Super Cup,Europe,2014/2015,Carvajal
615,FIFA Club World Cup,World,2014 Morocco,Carvajal
616,UEFA Champions League,Europe,2013/2014,Carvajal
617,Copa del Rey,Spain,2013/2014,Carvajal
618,UEFA U21 Championship,Europe,2013 Israel,Carvajal
619,International Champions Cup,World,2013,Carvajal
620,Segunda B,Spain,2011/2012,Carvajal
621,UEFA U19 Championship,Europe,2011 Romania,Carvajal
622,La Liga,Spain,2019/2020,Nacho
623,Super Cup,Spain,2019/2020,Nacho
625,FIFA Club World Cup,World,2018 UAE,Nacho
626,UEFA Super Cup,Europe,2017/2018,Nacho
627,UEFA Champions League,Europe,2017/2018,Nacho
628,Super Cup,Spain,2017/2018,Nacho
629,FIFA Club World Cup,World,2017 UAE,Nacho
630,La Liga,Spain,2016/2017,Nacho
631,UEFA Super Cup,Europe,2016/2017,Nacho
632,UEFA Champions League,Europe,2016/2017,Nacho
633,FIFA Club World Cup,World,2016 Japan,Nacho
634,UEFA Champions League,Europe,2015/2016,Nacho
638,UEFA Super Cup,Europe,2014/2015,Nacho
640,FIFA Club World Cup,World,2014 Morocco,Nacho
641,Copa del Rey,Spain,2013/2014,Nacho
642,UEFA Champions League,Europe,2013/2014,Nacho
643,UEFA U21 Championship,Europe,2013 Israel,Nacho
644,International Champions Cup,World,2013,Nacho
647,Super Cup,Spain,2012/2013,Nacho
648,La Liga,Spain,2011/2012,Nacho
649,Segunda B,Spain,2011/2012,Nacho
652,Bundesliga,Germany,2019/2020,Odriozola
653,DFB Pokal,Germany,2019/2020,Odriozola
654,Super Cup,Spain,2019/2020,Odriozola
655,UEFA Champions League,Europe,2019/2020,Odriozola
657,FIFA Club World Cup,World,2018 UAE,Odriozola
659,Super Cup,Spain,2019/2020,Sergio Ramos
660,La Liga,Spain,2019/2020,Sergio Ramos
662,FIFA Club World Cup,World,2018 UAE,Sergio Ramos
663,Super Cup,Spain,2017/2018,Sergio Ramos
664,UEFA Champions League,Europe,2017/2018,Sergio Ramos
665,UEFA Super Cup,Europe,2017/2018,Sergio Ramos
666,FIFA Club World Cup,World,2017 UAE,Sergio Ramos
667,La Liga,Spain,2016/2017,Sergio Ramos
668,UEFA Champions League,Europe,2016/2017,Sergio Ramos
669,UEFA Super Cup,Europe,2016/2017,Sergio Ramos
670,FIFA Club World Cup,World,2016 Japan,Sergio Ramos
672,UEFA Champions League,Europe,2015/2016,Sergio Ramos
675,UEFA Super Cup,Europe,2014/2015,Sergio Ramos
677,FIFA Club World Cup,World,2014 Morocco,Sergio Ramos
678,UEFA Champions League,Europe,2013/2014,Sergio Ramos
679,Copa del Rey,Spain,2013/2014,Sergio Ramos
681,International Champions Cup,World,2013,Sergio Ramos
682,Super Cup,Spain,2012/2013,Sergio Ramos
685,European Championship,Europe,2012 Poland/Ukraine,Sergio Ramos
687,La Liga,Spain,2011/2012,Sergio Ramos
689,Copa del Rey,Spain,2010/2011,Sergio Ramos
690,World Cup,World,2010 South Africa,Sergio Ramos
693,Super Cup,Spain,2008/2009,Sergio Ramos
694,EC Qualification,Europe,2008 Austria/Switzer,Sergio Ramos
695,European Championship,Europe,2008 Austria/Switzer,Sergio Ramos
697,La Liga,Spain,2007/2008,Sergio Ramos
699,La Liga,Spain,2006/2007,Sergio Ramos
701,La Liga,Spain,2019/2020,R. Varane
702,Super Cup,Spain,2019/2020,R. Varane
704,FIFA Club World Cup,World,2018 UAE,R. Varane
705,World Cup,World,2018 Russia,R. Varane
706,UEFA Champions League,Europe,2017/2018,R. Varane
707,UEFA Super Cup,Europe,2017/2018,R. Varane
708,Super Cup,Spain,2017/2018,R. Varane
709,FIFA Club World Cup,World,2017 UAE,R. Varane
710,UEFA Champions League,Europe,2016/2017,R. Varane
711,La Liga,Spain,2016/2017,R. Varane
712,UEFA Super Cup,Europe,2016/2017,R. Varane
713,FIFA Club World Cup,World,2016 Japan,R. Varane
714,UEFA Champions League,Europe,2015/2016,R. Varane
719,UEFA Super Cup,Europe,2014/2015,R. Varane
720,FIFA Club World Cup,World,2014 Morocco,R. Varane
721,Copa del Rey,Spain,2013/2014,R. Varane
722,UEFA Champions League,Europe,2013/2014,R. Varane
723,International Champions Cup,World,2013,R. Varane
724,Super Cup,Spain,2012/2013,R. Varane
727,La Liga,Spain,2011/2012,R. Varane
729,La Liga,Spain,2019/2020,Marcelo
730,Super Cup,Spain,2019/2020,Marcelo
732,FIFA Club World Cup,World,2018 UAE,Marcelo
733,UEFA Champions League,Europe,2017/2018,Marcelo
734,UEFA Super Cup,Europe,2017/2018,Marcelo
735,Super Cup,Spain,2017/2018,Marcelo
736,FIFA Club World Cup,World,2017 UAE,Marcelo
737,La Liga,Spain,2016/2017,Marcelo
738,UEFA Champions League,Europe,2016/2017,Marcelo
739,UEFA Super Cup,Europe,2016/2017,Marcelo
740,FIFA Club World Cup,World,2016 Japan,Marcelo
742,UEFA Champions League,Europe,2015/2016,Marcelo
744,UEFA Super Cup,Europe,2014/2015,Marcelo
747,FIFA Club World Cup,World,2014 Morocco,Marcelo
748,Copa del Rey,Spain,2013/2014,Marcelo
749,UEFA Champions League,Europe,2013/2014,Marcelo
750,Confederations Cup,World,2013 Brazil,Marcelo
751,International Champions Cup,World,2013,Marcelo
752,Super Cup,Spain,2012/2013,Marcelo
757,La Liga,Spain,2011/2012,Marcelo
758,Copa del Rey,Spain,2010/2011,Marcelo
761,Super Cup,Spain,2008/2009,Marcelo
765,La Liga,Spain,2007/2008,Marcelo
766,La Liga,Spain,2006/2007,Marcelo
767,Sudamericano U20,South-America,Peru 2011,Casemiro
768,La Liga,Spain,2019/2020,Casemiro
769,Super Cup,Spain,2019/2020,Casemiro
770,Copa America,South-America,2019 Brazil,Casemiro
772,FIFA Club World Cup,World,2018 UAE,Casemiro
773,UEFA Super Cup,Europe,2017/2018,Casemiro
774,Super Cup,Spain,2017/2018,Casemiro
775,UEFA Champions League,Europe,2017/2018,Casemiro
776,FIFA Club World Cup,World,2017 UAE,Casemiro
777,La Liga,Spain,2016/2017,Casemiro
778,UEFA Super Cup,Europe,2016/2017,Casemiro
779,UEFA Champions League,Europe,2016/2017,Casemiro
780,FIFA Club World Cup,World,2016 Japan,Casemiro
781,UEFA Champions League,Europe,2015/2016,Casemiro
785,UEFA Champions League,Europe,2013/2014,Casemiro
786,Copa del Rey,Spain,2013/2014,Casemiro
787,International Champions Cup,World,2013,Casemiro
790,CONMEBOL Sudamericana,South-America,2012,Casemiro
791,U20 World Cup,World,2011 Colombia,Casemiro
792,La Liga,Spain,2019/2020,T. Kroos
793,Super Cup,Spain,2019/2020,T. Kroos
795,FIFA Club World Cup,World,2018 UAE,T. Kroos
796,UEFA Super Cup,Europe,2017/2018,T. Kroos
797,UEFA Champions League,Europe,2017/2018,T. Kroos
798,Super Cup,Spain,2017/2018,T. Kroos
799,FIFA Club World Cup,World,2017 UAE,T. Kroos
800,La Liga,Spain,2016/2017,T. Kroos
801,UEFA Super Cup,Europe,2016/2017,T. Kroos
802,UEFA Champions League,Europe,2016/2017,T. Kroos
803,FIFA Club World Cup,World,2016 Japan,T. Kroos
805,UEFA Champions League,Europe,2015/2016,T. Kroos
809,UEFA Super Cup,Europe,2014/2015,T. Kroos
810,FIFA Club World Cup,World,2014 Morocco,T. Kroos
811,World Cup,World,2014 Brazil,T. Kroos
812,Bundesliga,Germany,2013/2014,T. Kroos
814,DFB Pokal,Germany,2013/2014,T. Kroos
815,UEFA Super Cup,Europe,2013/2014,T. Kroos
816,FIFA Club World Cup,World,2013 Morocco,T. Kroos
817,Audi Cup,World,2013,T. Kroos
818,Bundesliga,Germany,2012/2013,T. Kroos
819,UEFA Champions League,Europe,2012/2013,T. Kroos
820,Super Cup,Germany,2012/2013,T. Kroos
821,DFB Pokal,Germany,2012/2013,T. Kroos
826,Super Cup,Germany,2010/2011,T. Kroos
828,DFB Pokal,Germany,2007/2008,T. Kroos
829,Bundesliga,Germany,2007/2008,T. Kroos
830,Liga Pokal,Germany,2007,T. Kroos
831,La Liga,Spain,2019/2020,L. Modrić
832,Super Cup,Spain,2019/2020,L. Modrić
834,FIFA Club World Cup,World,2018 UAE,L. Modrić
836,UEFA Super Cup,Europe,2017/2018,L. Modrić
837,UEFA Champions League,Europe,2017/2018,L. Modrić
838,Super Cup,Spain,2017/2018,L. Modrić
839,FIFA Club World Cup,World,2017 UAE,L. Modrić
840,La Liga,Spain,2016/2017,L. Modrić
841,UEFA Super Cup,Europe,2016/2017,L. Modrić
842,UEFA Champions League,Europe,2016/2017,L. Modrić
843,FIFA Club World Cup,World,2016 Japan,L. Modrić
845,UEFA Champions League,Europe,2015/2016,L. Modrić
847,UEFA Super Cup,Europe,2014/2015,L. Modrić
850,FIFA Club World Cup,World,2014 Morocco,L. Modrić
851,Copa del Rey,Spain,2013/2014,L. Modrić
852,UEFA Champions League,Europe,2013/2014,L. Modrić
853,International Champions Cup,World,2013,L. Modrić
854,Super Cup,Spain,2012/2013,L. Modrić
858,Cup,Croatia,2007/2008,L. Modrić
859,1. HNL,Croatia,2007/2008,L. Modrić
860,Cup,Croatia,2006/2007,L. Modrić
861,1. HNL,Croatia,2006/2007,L. Modrić
862,1. HNL,Croatia,2005/2006,L. Modrić
863,La Liga,Spain,2019/2020,F. Valverde
864,Super Cup,Spain,2019/2020,F. Valverde
865,China Cup,World,2019,F. Valverde
867,FIFA Club World Cup,World,2018 UAE,F. Valverde
868,Copa del Rey Juvenil,Spain,2017,F. Valverde
869,División de Honor Juvenil,Spain,2016/2017,F. Valverde
870,Primera División,Uruguay,2015/2016,F. Valverde
871,U20 World Cup,World,2019 Poland,A. Lunin
873,La Liga,Spain,2019/2020,Diego Altube
874,Super Cup,Spain,2019/2020,Diego Altube
876,Alkass International Cup,World,2017,Diego Altube
