id,league,region,season,name
1672,Trofeo Joan Gamper,World,2020,K. De La Fuente
1674,UEFA Europa League,Europe,2019/2020,Alfonso Pastor
1677,UEFA Europa League,Europe,2019/2020,Pablo Pérez
1680,Trofeo Joan Gamper,World,2019,I. Rakitić
1682,La Liga,Spain,2018/2019,I. Rakitić
1684,Super Cup,Spain,2018/2019,I. Rakitić
1686,Trofeo Joan Gamper,World,2018,I. Rakitić
1687,Supercopa de Catalunya,Spain,2018,I. Rakitić
1688,La Liga,Spain,2017/2018,I. Rakitić
1689,Copa del Rey,Spain,2017/2018,I. Rakitić
1691,Trofeo Joan Gamper,World,2017,I. Rakitić
1692,Super Cup,Spain,2016/2017,I. Rakitić
1693,Copa del Rey,Spain,2016/2017,I. Rakitić
1696,Trofeo Joan Gamper,World,2016,I. Rakitić
1697,Copa del Rey,Spain,2015/2016,I. Rakitić
1699,La Liga,Spain,2015/2016,I. Rakitić
1700,UEFA Super Cup,Europe,2015/2016,I. Rakitić
1701,FIFA Club World Cup,World,2015 Japan,I. Rakitić
1702,Copa del Rey,Spain,2014/2015,I. Rakitić
1703,UEFA Champions League,Europe,2014/2015,I. Rakitić
1704,La Liga,Spain,2014/2015,I. Rakitić
1705,UEFA Europa League,Europe,2013/2014,I. Rakitić
1709,Schweizer Pokal,Switzerland,2006/2007,I. Rakitić
1711,UEFA Europa League,Europe,2019/2020,L. de Jong
1715,Eredivisie,Holland,2017/2018,L. de Jong
1716,Super Cup,Holland,2016/2017,L. de Jong
1717,Eredivisie,Holland,2015/2016,L. de Jong
1718,Super Cup,Holland,2015/2016,L. de Jong
1719,Eredivisie,Holland,2014/2015,L. de Jong
1720,Super Cup,Holland,2011/2012,L. de Jong
1722,KNVB Beker,Holland,2010/2011,L. de Jong
1723,Super Cup,Holland,2010/2011,L. de Jong
1724,Eredivisie,Holland,2009/2010,L. de Jong
1726,UEFA Europa League,Europe,2019/2020,Óliver Torres
1730,Super Cup,Portugal,2018/2019,Óliver Torres
1732,Primeira Liga,Portugal,2017/2018,Óliver Torres
1737,Copa del Rey,Spain,2012/2013,Óliver Torres
1738,UEFA Super Cup,Europe,2012/2013,Óliver Torres
1739,UEFA U19 Championship,Europe,2012 Estonia,Óliver Torres
1740,UEFA Europa League,Europe,2011/2012,Óliver Torres
1742,UEFA Europa League,Europe,2019/2020,Fernando
1743,Süper Lig,Turkey,2018/2019,Fernando
1745,Cup,Turkey,2018/2019,Fernando
1746,Süper Lig,Turkey,2017/2018,Fernando
1747,League Cup,England,2015/2016,Fernando
1750,Super Cup,Portugal,2013/2014,Fernando
1753,Super Cup,Portugal,2012/2013,Fernando
1754,Primeira Liga,Portugal,2012/2013,Fernando
1755,Super Cup,Portugal,2011/2012,Fernando
1756,Primeira Liga,Portugal,2011/2012,Fernando
1758,Taça de Portugal,Portugal,2010/2011,Fernando
1759,Super Cup,Portugal,2010/2011,Fernando
1760,Primeira Liga,Portugal,2010/2011,Fernando
1761,UEFA Europa League,Europe,2010/2011,Fernando
1763,Taça de Portugal,Portugal,2009/2010,Fernando
1764,Super Cup,Portugal,2009/2010,Fernando
1765,Taça de Portugal,Portugal,2008/2009,Fernando
1767,Primeira Liga,Portugal,2008/2009,Fernando
1770,Taça de Portugal,Portugal,2018/2019,M. Acuña
1771,Taça da Liga,Portugal,2018/2019,M. Acuña
1773,Taça da Liga,Portugal,2017/2018,M. Acuña
1775,Liga Profesional Argentina,Argentina,2014,M. Acuña
1777,UEFA Europa League,Europe,2019/2020,Aleix Vidal
1779,Supercopa de Catalunya,Spain,2018,Aleix Vidal
1780,La Liga,Spain,2017/2018,Aleix Vidal
1781,Copa del Rey,Spain,2017/2018,Aleix Vidal
1783,Trofeo Joan Gamper,World,2017,Aleix Vidal
1785,Copa del Rey,Spain,2016/2017,Aleix Vidal
1786,Super Cup,Spain,2016/2017,Aleix Vidal
1788,Trofeo Joan Gamper,World,2016,Aleix Vidal
1789,La Liga,Spain,2015/2016,Aleix Vidal
1790,Copa del Rey,Spain,2015/2016,Aleix Vidal
1792,UEFA Europa League,Europe,2014/2015,Aleix Vidal
1795,UEFA Europa League,Europe,2019/2020,F. Vázquez
1801,Supercopa Euroamericana,World,2016,F. Vázquez
1802,Serie B,Italy,2013/2014,F. Vázquez
1804,UEFA Europa League,Europe,2019/2020,Munir
1805,Super Cup,Spain,2018/2019,Munir
1806,Trofeo Joan Gamper,World,2018,Munir
1808,Trofeo Joan Gamper,World,2017,Munir
1809,Super Cup,Spain,2016/2017,Munir
1810,Trofeo Joan Gamper,World,2016,Munir
1811,La Liga,Spain,2015/2016,Munir
1812,Copa del Rey,Spain,2015/2016,Munir
1814,UEFA Super Cup,Europe,2015/2016,Munir
1815,FIFA Club World Cup,World,2015 Japan,Munir
1816,La Liga,Spain,2014/2015,Munir
1817,UEFA Champions League,Europe,2014/2015,Munir
1818,Copa del Rey,Spain,2014/2015,Munir
1819,UEFA Youth League,Europe,2013/2014,Munir
1822,CONMEBOL Sudamericana,South-America,2007,Papu Gómez
1823,Copa del Rey,Spain,2019/2020,Álex Remiro
1825,Super Cup,Spain,2015/2016,Álex Remiro
1827,Copa del Rey,Spain,2019/2020,Moyà
1828,Audi Cup,World,2017,Moyà
1830,Super Cup,Spain,2014/2015,Moyà
1833,UEFA Champions League,Europe,2017/2018,Óscar Rodríguez
1834,UEFA Super Cup,Europe,2017/2018,Óscar Rodríguez
1835,Super Cup,Spain,2017/2018,Óscar Rodríguez
1836,FIFA Club World Cup,World,2017 UAE,Óscar Rodríguez
1837,Copa del Rey Juvenil,Spain,2017,Óscar Rodríguez
1838,División de Honor Juvenil,Spain,2016/2017,Óscar Rodríguez
1840,UEFA Europa League,Europe,2019/2020,Y. En-Nesyri
1841,Copa del Rey,Spain,2019/2020,Gaizka Ayesa
1843,UEFA Europa League,Europe,2019/2020,Juanlu
1844,Copa del Rey,Spain,2019/2020,Unai Marrero
1845,Community Shield,England,2019/2020,David Silva
1846,League Cup,England,2019/2020,David Silva
1847,Copa del Rey,Spain,2019/2020,David Silva
1850,Community Shield,England,2018/2019,David Silva
1851,Premier League,England,2018/2019,David Silva
1852,League Cup,England,2018/2019,David Silva
1853,FA Cup,England,2018/2019,David Silva
1854,Premier League,England,2017/2018,David Silva
1855,League Cup,England,2017/2018,David Silva
1856,League Cup,England,2015/2016,David Silva
1859,League Cup,England,2013/2014,David Silva
1860,Premier League,England,2013/2014,David Silva
1865,Community Shield,England,2012/2013,David Silva
1866,European Championship,Europe,2012 Poland/Ukraine,David Silva
1868,Premier League,England,2011/2012,David Silva
1869,FA Cup,England,2010/2011,David Silva
1870,World Cup,World,2010 South Africa,David Silva
1872,European Championship,Europe,2008 Austria/Switzer,David Silva
1873,EC Qualification,Europe,2008 Austria/Switzer,David Silva
1874,Copa del Rey,Spain,2007/2008,David Silva
1875,Copa del Rey,Spain,2019/2020,Nacho Monreal
1880,Community Shield,England,2017/2018,Nacho Monreal
1881,Emirates Cup,World,2017,Nacho Monreal
1882,FA Cup,England,2016/2017,Nacho Monreal
1884,Community Shield,England,2015/2016,Nacho Monreal
1885,Premier League Asia Trophy,World,2015,Nacho Monreal
1886,Emirates Cup,World,2015,Nacho Monreal
1887,Community Shield,England,2014/2015,Nacho Monreal
1888,FA Cup,England,2014/2015,Nacho Monreal
1890,FA Cup,England,2013/2014,Nacho Monreal
1892,Copa del Rey,Spain,2019/2020,A. Januzaj
1893,Community Shield,England,2016/2017,A. Januzaj
1895,FA Cup,England,2015/2016,A. Januzaj
1896,International Champions Cup,World,2014,A. Januzaj
1897,Community Shield,England,2013/2014,A. Januzaj
1898,Premier League,England,2012/2013,A. Januzaj
1899,Copa del Rey,Spain,2019/2020,M. Sagnan
1900,Copa del Rey,Spain,2019/2020,Elustondo
1901,Copa del Rey,Spain,2019/2020,Gorosabel
1902,Copa del Rey,Spain,2019/2020,R. Le Normand
1903,Copa del Rey,Spain,2019/2020,Aihen Muñoz
1904,Copa del Rey,Spain,2019/2020,Zaldúa
1905,Copa del Rey,Spain,2019/2020,Guevara
1906,Copa del Rey,Spain,2019/2020,Illarramendi
1910,UEFA Super Cup,Europe,2014/2015,Illarramendi
1911,FIFA Club World Cup,World,2014 Morocco,Illarramendi
1912,Copa del Rey,Spain,2013/2014,Illarramendi
1913,UEFA Champions League,Europe,2013/2014,Illarramendi
1914,UEFA U21 Championship,Europe,2013 Israel,Illarramendi
1915,International Champions Cup,World,2013,Illarramendi
1916,Segunda División,Spain,2009/2010,Illarramendi
1917,Copa del Rey,Spain,2019/2020,Mikel Merino
1918,UEFA U21 Championship,Europe,2019 Italy,Mikel Merino
1920,DFB Pokal,Germany,2016/2017,Mikel Merino
1922,UEFA U19 Championship,Europe,2015 Greece,Mikel Merino
1923,Copa del Rey,Spain,2019/2020,Sangalli
1924,Copa del Rey,Spain,2019/2020,Zubeldía
1925,UEFA U21 Championship,Europe,2019 Italy,Zubeldía
1926,Copa del Rey,Spain,2019/2020,Robert Navarro
1928,Copa del Rey,Spain,2019/2020,Jon Guridi
1929,Copa Federacion,Spain,2018/2019,Jon Guridi
1930,Copa del Rey,Spain,2019/2020,Aritz Aranbarri
1931,Copa del Rey,Spain,2019/2020,Jon Pacheco
1932,Copa del Rey,Spain,2019/2020,J. Blasco
1933,Copa del Rey,Spain,2019/2020,Unai Ruiz Zeberio
1934,Community Shield,England,2019/2020,C. Bravo
1936,League Cup,England,2019/2020,C. Bravo
1938,League Cup,England,2018/2019,C. Bravo
1939,Community Shield,England,2018/2019,C. Bravo
1940,FA Cup,England,2018/2019,C. Bravo
1941,Premier League,England,2018/2019,C. Bravo
1942,League Cup,England,2017/2018,C. Bravo
1943,Premier League,England,2017/2018,C. Bravo
1945,Super Cup,Spain,2016/2017,C. Bravo
1946,Copa America,South-America,2016  USA,C. Bravo
1947,Trofeo Joan Gamper,World,2016,C. Bravo
1948,UEFA Super Cup,Europe,2015/2016,C. Bravo
1949,Copa del Rey,Spain,2015/2016,C. Bravo
1950,La Liga,Spain,2015/2016,C. Bravo
1952,FIFA Club World Cup,World,2015 Japan,C. Bravo
1953,Copa America,South-America,2015 Chile,C. Bravo
1954,La Liga,Spain,2014/2015,C. Bravo
1955,UEFA Champions League,Europe,2014/2015,C. Bravo
1956,Copa del Rey,Spain,2014/2015,C. Bravo
1957,Segunda División,Spain,2009/2010,C. Bravo
1960,Primera División,Chile,2002 Clausura,C. Bravo
1961,Premier League 2 Division One,England,2016/2017,Joel Robles
1963,UEFA U21 Championship,Europe,2013 Israel,Joel Robles
1964,FA Cup,England,2012/2013,Joel Robles
1965,UEFA Super Cup,Europe,2012/2013,Joel Robles
1966,UEFA Super Cup,Europe,2010/2011,Joel Robles
1968,UEFA Europa League,Europe,2009/2010,Joel Robles
1971,DFB Pokal,Germany,2016/2017,Marc Bartra
1973,La Liga,Spain,2015/2016,Marc Bartra
1974,UEFA Super Cup,Europe,2015/2016,Marc Bartra
1975,Copa del Rey,Spain,2015/2016,Marc Bartra
1976,FIFA Club World Cup,World,2015 Japan,Marc Bartra
1977,Copa del Rey,Spain,2014/2015,Marc Bartra
1978,UEFA Champions League,Europe,2014/2015,Marc Bartra
1979,La Liga,Spain,2014/2015,Marc Bartra
1981,Copa Catalunya,Spain,2013/2014,Marc Bartra
1982,Super Cup,Spain,2013/2014,Marc Bartra
1984,UEFA U21 Championship,Europe,2013 Israel,Marc Bartra
1985,La Liga,Spain,2012/2013,Marc Bartra
1987,UEFA Super Cup,Europe,2011/2012,Marc Bartra
1988,Super Cup,Spain,2011/2012,Marc Bartra
1989,Copa del Rey,Spain,2011/2012,Marc Bartra
1991,FIFA Club World Cup,World,2011 Japan,Marc Bartra
1992,Audi Cup,World,2011,Marc Bartra
1993,Super Cup,Spain,2010/2011,Marc Bartra
1994,UEFA Champions League,Europe,2010/2011,Marc Bartra
1996,La Liga,Spain,2010/2011,Marc Bartra
1998,La Liga,Spain,2009/2010,Marc Bartra
2000,Emirates Cup,World,2014,Víctor Ruíz
2001,UEFA U21 Championship,Europe,2011 Denmark,Víctor Ruíz
2002,Copa del Rey,Spain,2019/2020,A. Isak
2006,DFB Pokal,Germany,2016/2017,A. Isak
2007,U19 Bundesliga,Germany,2016/2017,A. Isak
2009,Copa del Rey,Spain,2014/2015,Martín Montoya
2010,UEFA Champions League,Europe,2014/2015,Martín Montoya
2011,La Liga,Spain,2014/2015,Martín Montoya
2014,Copa Catalunya,Spain,2013/2014,Martín Montoya
2015,Super Cup,Spain,2013/2014,Martín Montoya
2016,UEFA U21 Championship,Europe,2013 Israel,Martín Montoya
2017,La Liga,Spain,2012/2013,Martín Montoya
2019,Super Cup,Spain,2011/2012,Martín Montoya
2020,UEFA Super Cup,Europe,2011/2012,Martín Montoya
2021,Copa del Rey,Spain,2011/2012,Martín Montoya
2023,FIFA Club World Cup,World,2011 Japan,Martín Montoya
2024,UEFA U21 Championship,Europe,2011 Denmark,Martín Montoya
2025,Audi Cup,World,2011,Martín Montoya
2027,UEFA Champions League,Europe,2010/2011,Martín Montoya
2028,La Liga,Spain,2010/2011,Martín Montoya
2031,Copa del Rey,Spain,2019/2020,Carlos Fernández
2032,UEFA Europa League,Europe,2019/2020,Carlos Fernández
2037,Supercopa Euroamericana,World,2016,Carlos Fernández
2039,UEFA Europa League,Europe,2015/2016,Carlos Fernández
2041,UEFA U19 Championship,Europe,2015 Greece,Carlos Fernández
2043,UEFA Europa League,Europe,2014/2015,Carlos Fernández
2045,UEFA Europa League,Europe,2013/2014,Carlos Fernández
2046,UEFA U21 Championship,Europe,2019 Italy,Dani Martín
2047,Copa del Rey,Spain,2019/2020,Martín Zubimendi
2048,Copa del Rey,Spain,2019/2020,Barrenetxea
